p,max_size,num_components,sizes
0.00011,1663,4415,"{2: 603, 40: 2, 4: 112, 1: 3251, 5: 54, 7: 21, 3: 224, 9: 21, 6: 50, 13: 6, 8: 19, 1663: 1, 19: 1, 53: 1, 10: 11, 14: 3, 28: 2, 21: 3, 20: 1, 25: 1, 11: 3, 27: 3, 22: 3, 495: 1, 23: 1, 67: 1, 18: 3, 17: 1, 26: 1, 15: 2, 129: 1, 12: 4, 31: 1, 16: 2, 24: 1}"
0.00011,806,4562,"{1: 3303, 6: 38, 2: 664, 10: 16, 4: 119, 12: 6, 806: 1, 5: 63, 3: 222, 13: 7, 24: 1, 20: 5, 11: 9, 7: 35, 22: 2, 18: 2, 23: 1, 33: 2, 9: 10, 26: 2, 8: 13, 196: 1, 25: 3, 522: 1, 16: 7, 17: 3, 14: 6, 28: 3, 19: 3, 56: 1, 15: 5, 109: 1, 42: 1, 43: 2, 34: 1, 21: 1, 31: 1, 37: 1}"
0.00011,1752,4522,"{1: 3360, 4: 113, 2: 608, 7: 33, 32: 2, 3: 202, 29: 2, 9: 17, 13: 6, 48: 1, 11: 7, 5: 57, 15: 6, 12: 12, 23: 2, 8: 19, 19: 1, 10: 14, 1752: 1, 34: 1, 17: 2, 6: 34, 35: 2, 30: 1, 24: 2, 75: 1, 54: 1, 50: 1, 43: 2, 22: 1, 42: 2, 40: 1, 25: 1, 14: 2, 41: 1, 16: 2, 39: 1, 33: 1}"
0.00011,1058,4482,"{1: 3308, 2: 606, 17: 4, 5: 61, 27: 2, 4: 112, 3: 222, 14: 5, 6: 38, 11: 10, 8: 14, 9: 15, 7: 29, 25: 2, 13: 7, 86: 1, 18: 1, 12: 9, 10: 11, 21: 2, 41: 1, 35: 1, 32: 1, 19: 3, 24: 1, 16: 4, 28: 1, 22: 1, 144: 1, 1058: 1, 70: 1, 33: 2, 236: 1, 609: 1, 52: 1, 23: 1, 15: 1}"
0.00011,846,4527,"{2: 602, 1: 3377, 3: 221, 10: 9, 13: 7, 21: 3, 16: 2, 4: 103, 9: 13, 5: 46, 6: 42, 69: 1, 8: 18, 7: 23, 11: 7, 15: 6, 24: 3, 36: 3, 38: 1, 45: 1, 37: 1, 26: 4, 31: 1, 846: 1, 22: 3, 697: 1, 14: 8, 156: 1, 136: 1, 50: 1, 12: 4, 27: 1, 30: 1, 90: 1, 28: 1, 17: 2, 18: 3, 25: 1, 29: 1, 19: 1, 46: 1}"
0.00011,2340,4462,"{4: 96, 1: 3325, 2: 619, 5: 55, 9: 14, 6: 47, 3: 196, 14: 5, 18: 4, 7: 27, 24: 1, 31: 1, 8: 20, 13: 4, 17: 5, 25: 1, 35: 1, 20: 5, 2340: 1, 15: 6, 11: 5, 61: 1, 10: 8, 12: 5, 22: 2, 37: 1, 40: 1, 16: 1, 23: 2, 19: 2, 32: 1}"
0.00011,1460,4606,"{6: 35, 2: 649, 1: 3383, 9: 15, 14: 4, 3: 233, 8: 18, 11: 11, 4: 106, 33: 4, 5: 59, 7: 21, 13: 12, 23: 2, 12: 10, 26: 2, 27: 3, 162: 1, 15: 5, 56: 1, 38: 1, 10: 7, 111: 1, 32: 2, 44: 1, 31: 2, 25: 2, 18: 2, 16: 5, 34: 1, 19: 3, 1460: 1, 24: 1, 20: 1, 21: 1, 37: 1}"
0.00011,1760,4522,"{1: 3384, 2: 611, 5: 55, 24: 1, 7: 25, 3: 202, 51: 1, 6: 40, 28: 1, 10: 14, 12: 9, 4: 93, 38: 1, 21: 3, 26: 1, 8: 20, 9: 19, 16: 4, 58: 1, 13: 4, 11: 8, 34: 1, 61: 1, 204: 1, 18: 1, 23: 1, 1760: 1, 44: 1, 19: 1, 39: 4, 20: 1, 14: 3, 42: 1, 45: 1, 37: 1, 17: 2, 15: 2, 56: 1, 30: 1}"
0.00012,3385,4032,"{2: 545, 1: 3025, 3: 176, 4: 101, 6: 30, 9: 16, 7: 22, 8: 17, 20: 3, 5: 56, 3385: 1, 34: 1, 17: 1, 14: 5, 10: 9, 21: 1, 16: 2, 19: 2, 11: 5, 13: 3, 15: 2, 22: 2, 12: 5, 37: 1, 47: 1}"
0.00012,2787,4163,"{14: 6, 2: 545, 30: 1, 40: 1, 1: 3122, 13: 5, 17: 2, 4: 87, 3: 208, 28: 1, 8: 17, 9: 14, 6: 29, 15: 3, 83: 1, 2787: 1, 5: 53, 12: 9, 11: 10, 7: 22, 10: 9, 72: 1, 33: 1, 31: 1, 25: 1, 37: 1, 16: 1, 23: 1, 24: 1, 19: 3, 20: 2, 32: 1, 22: 1, 18: 1, 27: 1}"
0.00012,3292,3946,"{2: 531, 1: 2964, 4: 91, 6: 31, 3: 182, 18: 2, 5: 45, 22: 2, 15: 2, 7: 25, 19: 1, 11: 7, 8: 16, 3292: 1, 73: 1, 10: 6, 25: 1, 16: 5, 14: 1, 30: 2, 17: 2, 27: 1, 13: 3, 48: 1, 9: 11, 12: 5, 24: 1, 23: 2, 29: 1, 36: 1, 65: 1, 33: 1}"
0.00012,2783,4031,"{2: 521, 10: 12, 1: 3019, 3: 185, 8: 11, 11: 4, 6: 47, 4: 102, 16: 3, 21: 2, 2783: 1, 5: 47, 99: 1, 7: 23, 9: 12, 18: 3, 15: 3, 12: 9, 32: 1, 90: 1, 30: 2, 20: 4, 24: 2, 35: 1, 19: 2, 45: 1, 22: 2, 31: 1, 47: 1, 14: 2, 38: 1, 36: 1, 43: 1, 26: 1, 25: 1, 13: 1}"
0.00012,2793,4087,"{1: 3022, 2: 590, 3: 191, 70: 1, 12: 2, 4: 92, 5: 45, 7: 28, 10: 16, 11: 6, 8: 17, 21: 1, 6: 36, 16: 4, 18: 5, 37: 1, 9: 9, 40: 1, 2793: 1, 41: 1, 24: 2, 51: 1, 19: 1, 23: 1, 14: 2, 22: 2, 65: 1, 15: 1, 58: 1, 133: 1, 29: 3, 13: 2}"
0.00012,3358,4036,"{1: 3013, 6: 33, 2: 559, 3: 193, 11: 5, 5: 51, 4: 88, 9: 13, 13: 6, 3358: 1, 22: 2, 7: 19, 10: 10, 32: 1, 8: 19, 27: 1, 44: 1, 19: 1, 12: 5, 30: 1, 14: 6, 23: 1, 15: 4, 17: 1, 31: 1, 21: 1}"
0.00012,3262,4045,"{2: 555, 1: 3038, 4: 98, 3: 192, 13: 6, 10: 10, 6: 26, 7: 22, 9: 12, 8: 14, 39: 1, 5: 38, 3262: 1, 12: 7, 29: 1, 19: 1, 25: 2, 27: 1, 14: 2, 20: 2, 18: 2, 47: 1, 11: 2, 44: 1, 23: 2, 17: 3, 30: 1, 57: 1, 16: 1, 37: 1, 22: 1}"
0.00012,3003,3980,"{1: 2920, 4: 98, 3: 208, 5: 54, 8: 14, 2: 561, 7: 26, 9: 10, 11: 5, 13: 7, 15: 1, 6: 38, 186: 1, 10: 8, 12: 5, 17: 1, 16: 5, 20: 2, 23: 1, 3003: 1, 21: 1, 19: 3, 34: 1, 31: 1, 93: 1, 14: 3, 24: 1, 26: 1, 36: 1, 46: 1}"
0.00012,3423,3990,"{1: 3013, 2: 504, 3: 192, 3423: 1, 11: 7, 17: 3, 10: 10, 8: 21, 9: 7, 6: 28, 4: 90, 7: 28, 5: 67, 58: 1, 36: 1, 13: 4, 12: 4, 15: 3, 24: 2, 61: 1, 47: 1, 23: 1, 44: 1}"
0.00012,3007,4057,"{2: 566, 1: 3011, 3: 199, 6: 38, 18: 2, 10: 8, 23: 3, 11: 11, 15: 5, 4: 80, 5: 54, 55: 1, 7: 24, 39: 1, 26: 2, 13: 3, 8: 21, 9: 8, 14: 4, 3007: 1, 27: 1, 21: 2, 43: 1, 12: 2, 24: 1, 25: 1, 36: 1, 34: 1, 16: 3, 72: 1, 30: 1}"
0.00013,4296,3630,"{1: 2747, 7: 20, 2: 488, 4: 69, 6: 38, 11: 5, 8: 16, 5: 47, 3: 170, 14: 2, 9: 7, 10: 3, 15: 1, 12: 4, 16: 2, 20: 2, 18: 2, 4296: 1, 29: 1, 13: 2, 17: 1, 19: 1, 26: 1}"
0.00013,4320,3613,"{1: 2737, 3: 175, 4: 75, 2: 489, 11: 5, 6: 26, 5: 44, 10: 6, 9: 8, 7: 13, 8: 14, 16: 2, 15: 2, 13: 3, 22: 1, 33: 1, 27: 1, 17: 3, 14: 1, 4320: 1, 12: 3, 37: 1, 35: 1, 18: 1}"
0.00013,4099,3604,"{2: 474, 1: 2715, 3: 157, 24: 2, 4: 88, 5: 53, 18: 2, 11: 7, 6: 27, 20: 2, 9: 9, 10: 9, 13: 10, 17: 3, 8: 13, 14: 3, 7: 21, 12: 3, 4099: 1, 19: 1, 25: 1, 16: 1, 15: 1, 31: 1}"
0.00013,4211,3676,"{2: 483, 1: 2814, 19: 2, 5: 32, 7: 18, 3: 176, 9: 12, 4: 75, 6: 25, 25: 2, 15: 1, 22: 1, 11: 6, 12: 5, 23: 2, 8: 4, 14: 2, 39: 1, 4211: 1, 18: 2, 24: 1, 16: 1, 13: 3, 35: 1, 31: 1, 20: 1, 10: 4}"
0.00013,4415,3584,"{4: 81, 3: 178, 1: 2704, 2: 482, 12: 5, 7: 22, 27: 1, 8: 9, 9: 7, 10: 4, 6: 36, 5: 41, 13: 1, 20: 1, 21: 2, 17: 1, 16: 1, 11: 3, 15: 1, 14: 1, 24: 1, 4415: 1, 28: 1}"
0.00013,4394,3582,"{1: 2708, 2: 497, 8: 19, 3: 155, 4: 81, 5: 44, 6: 28, 7: 14, 9: 7, 24: 2, 15: 1, 20: 1, 10: 5, 11: 6, 14: 1, 12: 3, 16: 1, 4394: 1, 13: 2, 19: 1, 18: 4, 32: 1}"
0.00013,4029,3624,"{1: 2722, 3: 166, 6: 23, 2: 505, 5: 42, 4: 72, 10: 11, 8: 18, 13: 6, 12: 4, 7: 17, 39: 1, 9: 9, 14: 4, 4029: 1, 22: 2, 11: 8, 19: 2, 23: 1, 41: 1, 31: 1, 20: 1, 24: 1, 18: 1, 16: 2, 15: 1, 35: 1, 21: 1}"
0.00013,3863,3655,"{2: 484, 7: 24, 1: 2758, 3: 160, 17: 1, 32: 1, 4: 77, 9: 9, 5: 53, 10: 8, 8: 6, 22: 2, 6: 32, 25: 2, 11: 8, 23: 2, 18: 6, 15: 3, 14: 4, 30: 1, 13: 2, 12: 2, 20: 2, 31: 1, 26: 1, 3863: 1, 19: 1, 24: 1, 27: 1, 21: 1, 35: 1}"
0.00013,4069,3598,"{9: 9, 1: 2675, 3: 190, 4: 87, 6: 33, 2: 495, 4069: 1, 7: 21, 5: 38, 11: 8, 13: 6, 12: 4, 8: 11, 18: 2, 14: 2, 75: 1, 10: 8, 38: 1, 33: 1, 45: 1, 42: 1, 15: 1, 21: 1, 17: 1}"
0.00013,4252,3563,"{7: 19, 1: 2663, 2: 501, 11: 4, 6: 28, 8: 10, 5: 35, 4: 94, 9: 12, 3: 164, 14: 6, 12: 3, 21: 1, 17: 1, 24: 1, 13: 2, 4252: 1, 16: 4, 23: 1, 22: 1, 15: 3, 25: 1, 10: 5, 20: 1, 19: 1, 31: 1}"
0.00014,5261,3195,"{2: 425, 5: 42, 1: 2467, 8: 8, 3: 152, 13: 1, 7: 11, 14: 1, 4: 49, 10: 6, 22: 1, 43: 1, 6: 16, 9: 7, 11: 2, 20: 1, 15: 2, 5261: 1, 18: 2}"
0.00014,4907,3323,"{4907: 1, 3: 157, 1: 2542, 6: 34, 16: 4, 2: 429, 5: 37, 8: 11, 4: 69, 10: 4, 9: 8, 7: 15, 17: 1, 26: 1, 11: 6, 15: 1, 13: 1, 39: 1, 12: 1}"
0.00014,4837,3265,"{5: 38, 6: 25, 12: 4, 2: 431, 1: 2495, 3: 140, 4: 62, 7: 19, 13: 3, 24: 2, 22: 1, 8: 18, 14: 2, 20: 2, 11: 3, 10: 5, 4837: 1, 9: 8, 30: 1, 16: 1, 44: 1, 19: 1, 17: 1, 15: 1}"
0.00014,5443,3186,"{2: 435, 3: 134, 1: 2481, 6: 21, 9: 5, 5: 27, 10: 4, 4: 54, 12: 2, 11: 4, 7: 7, 5443: 1, 14: 1, 8: 7, 23: 1, 17: 1, 15: 1}"
0.00014,5236,3194,"{1: 2490, 2: 395, 4: 60, 6: 24, 9: 4, 3: 142, 8: 10, 5: 36, 33: 1, 7: 16, 14: 3, 5236: 1, 11: 4, 20: 2, 16: 2, 22: 1, 17: 1, 26: 1, 10: 1}"
0.00014,5029,3285,"{1: 2525, 2: 448, 4: 69, 3: 127, 5: 36, 7: 15, 8: 14, 13: 1, 9: 7, 11: 4, 6: 24, 10: 3, 17: 1, 5029: 1, 20: 1, 22: 1, 15: 2, 16: 1, 12: 1, 21: 1, 31: 1, 14: 1, 19: 1}"
0.00014,5294,3171,"{2: 423, 1: 2447, 3: 137, 5294: 1, 5: 39, 4: 59, 14: 4, 8: 8, 7: 11, 24: 2, 6: 22, 11: 2, 10: 6, 18: 1, 9: 6, 12: 2, 16: 1}"
0.00014,4851,3356,"{5: 37, 1: 2564, 2: 432, 3: 161, 7: 17, 15: 1, 4851: 1, 4: 80, 9: 8, 11: 6, 16: 1, 12: 5, 6: 20, 8: 13, 31: 1, 13: 3, 18: 1, 14: 1, 10: 2, 19: 1, 20: 1}"
0.00014,5204,3160,"{1: 2421, 3: 160, 5204: 1, 5: 42, 2: 402, 6: 19, 15: 3, 4: 66, 13: 4, 7: 9, 14: 2, 9: 6, 11: 7, 10: 4, 8: 10, 16: 1, 12: 2, 24: 1}"
0.00014,5182,3111,"{7: 14, 1: 2368, 3: 138, 2: 435, 4: 60, 5: 39, 6: 14, 15: 3, 19: 1, 11: 5, 14: 3, 9: 8, 16: 1, 8: 9, 72: 1, 10: 4, 13: 2, 5182: 1, 12: 2, 24: 2, 18: 1}"
0.00015,6052,2760,"{1: 2176, 2: 358, 14: 1, 6: 15, 7: 9, 3: 111, 5: 25, 4: 43, 10: 2, 8: 6, 32: 1, 27: 1, 11: 3, 6052: 1, 9: 3, 13: 1, 12: 2, 19: 1, 16: 1}"
0.00015,5692,2952,"{1: 2308, 2: 356, 4: 58, 8: 10, 3: 142, 7: 8, 5: 35, 9: 3, 10: 5, 12: 3, 5692: 1, 11: 2, 6: 16, 32: 1, 14: 2, 15: 1, 13: 1}"
0.00015,5968,2838,"{1: 2226, 3: 113, 2: 372, 6: 19, 5: 33, 4: 45, 5968: 1, 10: 4, 7: 11, 9: 5, 12: 1, 8: 5, 13: 1, 20: 1, 17: 1}"
0.00015,5831,2775,"{17: 2, 1: 2172, 3: 114, 2: 337, 9: 6, 4: 55, 11: 6, 5: 31, 13: 4, 10: 5, 8: 7, 6: 14, 15: 5, 7: 13, 12: 1, 18: 1, 14: 1, 5831: 1}"
0.00015,5966,2848,"{2: 357, 1: 2237, 3: 132, 11: 3, 4: 51, 8: 8, 6: 17, 5: 25, 5966: 1, 7: 10, 14: 2, 12: 2, 9: 1, 15: 1, 13: 1}"
0.00015,5779,2932,"{5: 32, 1: 2295, 3: 126, 10: 1, 2: 378, 4: 53, 7: 13, 8: 6, 6: 13, 15: 1, 11: 2, 9: 6, 17: 1, 5779: 1, 13: 1, 37: 1, 19: 1, 16: 1}"
0.00015,6047,2757,"{3: 122, 1: 2125, 4: 50, 5: 39, 6047: 1, 2: 388, 7: 8, 6: 10, 10: 2, 8: 3, 16: 1, 35: 1, 9: 4, 13: 2, 18: 1}"
0.00015,5674,2958,"{2: 390, 1: 2277, 8: 7, 3: 146, 6: 16, 5674: 1, 5: 32, 4: 64, 23: 1, 10: 3, 16: 1, 7: 11, 17: 1, 30: 1, 9: 4, 12: 1, 11: 2}"
0.00015,5801,2870,"{1: 2230, 2: 361, 3: 136, 6: 15, 8: 7, 5: 28, 12: 2, 4: 59, 19: 1, 7: 17, 14: 2, 17: 1, 15: 1, 10: 4, 11: 3, 9: 1, 5801: 1, 13: 1}"
0.00015,6047,2717,"{1: 2092, 2: 360, 7: 6, 3: 126, 6: 21, 5: 28, 6047: 1, 4: 65, 25: 1, 11: 5, 9: 3, 10: 1, 8: 6, 16: 1, 14: 1}"
0.00016,6492,2484,"{1: 1966, 4: 42, 3: 84, 2: 326, 9: 6, 6: 17, 7: 9, 10: 2, 11: 2, 17: 1, 6492: 1, 5: 22, 8: 1, 18: 1, 14: 2, 15: 1, 13: 1}"
0.00016,6532,2547,"{1: 2016, 6532: 1, 3: 102, 2: 344, 4: 43, 9: 1, 6: 5, 7: 6, 8: 6, 5: 17, 11: 2, 10: 2, 12: 1, 18: 1}"
0.00016,6499,2542,"{2: 315, 1: 2024, 3: 111, 12: 1, 5: 22, 7: 7, 4: 40, 6499: 1, 14: 2, 6: 10, 8: 2, 11: 3, 10: 1, 9: 2, 18: 1}"
0.00016,6387,2604,"{4: 42, 1: 2101, 5: 33, 2: 295, 3: 98, 6: 11, 8: 8, 10: 1, 7: 5, 6387: 1, 9: 3, 13: 1, 19: 1, 16: 1, 12: 2, 21: 1}"
0.00016,6359,2585,"{1: 2043, 2: 334, 3: 107, 6: 12, 9: 5, 5: 24, 4: 40, 7: 9, 6359: 1, 15: 1, 24: 1, 22: 2, 18: 1, 8: 2, 12: 1, 10: 2}"
0.00016,6614,2497,"{2: 284, 3: 98, 1: 2022, 7: 10, 4: 37, 8: 6, 6614: 1, 10: 2, 5: 23, 9: 4, 6: 9, 11: 1}"
0.00016,6472,2554,"{4: 38, 3: 119, 1: 2030, 7: 6, 8: 7, 9: 4, 2: 312, 5: 22, 6: 10, 6472: 1, 11: 1, 10: 1, 14: 1, 13: 2}"
0.00016,6299,2573,"{1: 2010, 2: 332, 7: 9, 5: 29, 3: 107, 8: 4, 9: 6, 6: 12, 4: 52, 10: 6, 6299: 1, 17: 2, 12: 1, 11: 1, 15: 1}"
0.00016,6565,2460,"{6565: 1, 2: 303, 3: 107, 4: 51, 1: 1951, 5: 11, 7: 11, 10: 3, 13: 1, 18: 1, 6: 12, 11: 2, 15: 1, 9: 3, 16: 1, 8: 1}"
0.00016,6450,2529,"{1: 1998, 2: 315, 3: 97, 5: 32, 7: 8, 6450: 1, 12: 1, 4: 54, 6: 10, 8: 6, 10: 1, 15: 1, 9: 3, 16: 1, 11: 1}"
0.00017,6928,2261,"{2: 311, 1: 1781, 3: 95, 5: 18, 4: 40, 13: 1, 9: 1, 21: 1, 6928: 1, 7: 4, 6: 3, 8: 3, 10: 1, 11: 1}"
0.00017,6973,2263,"{1: 1821, 6973: 1, 3: 80, 5: 18, 8: 4, 2: 292, 4: 29, 7: 5, 6: 9, 11: 1, 19: 1, 9: 1, 16: 1}"
0.00017,6857,2341,"{1: 1878, 2: 284, 4: 42, 6: 12, 3: 103, 5: 11, 7: 4, 11: 1, 10: 3, 6857: 1, 8: 1, 16: 1}"
0.00017,6919,2307,"{2: 297, 3: 100, 5: 15, 1: 1840, 4: 35, 6: 9, 9: 1, 6919: 1, 7: 5, 8: 3, 10: 1}"
0.00017,6938,2257,"{2: 277, 1: 1815, 3: 83, 8: 5, 4: 40, 9: 5, 6938: 1, 5: 19, 13: 1, 10: 3, 12: 1, 11: 1, 6: 4, 7: 2}"
0.00017,6861,2271,"{2: 305, 1: 1798, 3: 75, 4: 44, 6: 12, 6861: 1, 7: 9, 5: 15, 12: 1, 13: 1, 8: 4, 10: 2, 9: 2, 14: 1, 11: 1}"
0.00017,6981,2246,"{1: 1838, 4: 34, 7: 8, 2: 251, 3: 79, 10: 3, 5: 20, 6: 4, 13: 1, 6981: 1, 8: 2, 15: 1, 11: 1, 9: 2, 23: 1}"
0.00017,7046,2180,"{1: 1752, 2: 266, 7: 4, 5: 23, 11: 4, 3: 84, 9: 3, 4: 31, 7046: 1, 6: 9, 8: 2, 10: 1}"
0.00017,6789,2347,"{2: 303, 3: 82, 1: 1875, 4: 40, 6789: 1, 12: 2, 17: 1, 6: 8, 5: 19, 8: 5, 9: 2, 13: 1, 7: 7, 20: 1}"
0.00017,6871,2347,"{1: 1905, 4: 33, 2: 291, 3: 72, 5: 18, 6: 9, 8: 2, 6871: 1, 10: 3, 7: 10, 11: 1, 9: 1, 14: 1}"
0.00018,7354,2050,"{2: 259, 1: 1675, 5: 12, 3: 73, 21: 1, 6: 8, 4: 16, 7354: 1, 12: 1, 7: 3, 8: 1}"
0.00018,7351,2024,"{1: 1657, 3: 62, 2: 245, 4: 25, 7: 5, 5: 13, 6: 9, 8: 3, 7351: 1, 9: 2, 10: 2}"
0.00018,7300,2101,"{3: 68, 1: 1739, 4: 40, 2: 232, 6: 7, 5: 8, 7300: 1, 8: 2, 10: 1, 9: 2, 7: 1}"
0.00018,7221,2121,"{4: 17, 1: 1721, 2: 283, 3: 59, 8: 1, 7221: 1, 5: 22, 6: 8, 18: 1, 11: 1, 7: 6, 10: 1}"
0.00018,7399,2005,"{1: 1630, 4: 31, 2: 249, 6: 5, 3: 70, 7399: 1, 7: 3, 5: 14, 9: 2}"
0.00018,7218,2065,"{1: 1656, 2: 257, 6: 3, 3: 78, 7: 7, 5: 16, 8: 5, 4: 38, 7218: 1, 9: 2, 11: 1, 10: 1}"
0.00018,7267,2102,"{3: 73, 2: 267, 1: 1708, 5: 11, 7267: 1, 4: 26, 7: 6, 6: 6, 10: 1, 8: 2, 9: 1}"
0.00018,7310,2027,"{2: 257, 4: 30, 1: 1641, 5: 18, 8: 3, 3: 62, 6: 8, 7: 3, 10: 1, 7310: 1, 13: 1, 12: 1, 11: 1}"
0.00018,7334,2029,"{3: 73, 2: 237, 1: 1662, 4: 24, 7334: 1, 5: 10, 12: 1, 8: 2, 10: 2, 9: 2, 6: 10, 11: 1, 7: 4}"
0.00018,7269,2116,"{1: 1737, 3: 89, 8: 2, 2: 239, 4: 27, 7269: 1, 5: 13, 11: 1, 6: 2, 9: 1, 7: 4}"
0.00019,7679,1849,"{2: 242, 1: 1528, 4: 20, 12: 1, 3: 43, 5: 8, 7679: 1, 6: 4, 10: 1, 14: 1}"
0.00019,7623,1864,"{1: 1544, 3: 54, 2: 221, 10: 1, 5: 14, 7: 3, 8: 4, 4: 18, 7623: 1, 6: 4}"
0.00019,7736,1775,"{1: 1480, 2: 194, 3: 54, 5: 12, 4: 23, 7736: 1, 6: 6, 9: 1, 7: 1, 8: 2, 14: 1}"
0.00019,7604,1883,"{1: 1563, 2: 213, 4: 30, 7604: 1, 5: 12, 3: 55, 7: 1, 9: 1, 8: 2, 6: 5}"
0.00019,7604,1840,"{1: 1512, 2: 208, 5: 12, 7: 2, 3: 68, 8: 4, 4: 23, 7604: 1, 6: 8, 9: 2}"
0.00019,7651,1797,"{1: 1476, 3: 70, 4: 29, 2: 195, 5: 11, 7: 5, 7651: 1, 6: 7, 9: 1, 8: 2}"
0.00019,7746,1787,"{2: 200, 1: 1492, 3: 53, 5: 13, 10: 2, 4: 21, 7746: 1, 8: 2, 6: 3}"
0.00019,7647,1818,"{2: 217, 6: 7, 1: 1492, 7647: 1, 3: 65, 7: 5, 4: 16, 5: 11, 8: 2, 10: 2}"
0.00019,7736,1792,"{1: 1487, 2: 207, 3: 57, 7736: 1, 4: 25, 6: 5, 5: 6, 10: 1, 7: 2, 8: 1}"
0.00019,7573,1888,"{2: 240, 1: 1547, 5: 15, 3: 58, 6: 5, 8: 2, 4: 15, 7573: 1, 7: 3, 10: 1, 14: 1}"
0.0002,8081,1582,"{2: 159, 1: 1360, 4: 18, 3: 30, 9: 1, 6: 5, 5: 8, 8081: 1}"
0.0002,7984,1604,"{1: 1338, 2: 190, 7984: 1, 4: 17, 3: 42, 5: 6, 6: 6, 14: 1, 9: 1, 7: 1, 8: 1}"
0.0002,7977,1635,"{1: 1374, 7977: 1, 2: 183, 7: 4, 3: 49, 4: 18, 5: 4, 6: 1, 10: 1}"
0.0002,7991,1607,"{1: 1354, 2: 168, 7: 1, 3: 49, 4: 23, 10: 2, 7991: 1, 5: 6, 6: 1, 8: 1, 9: 1}"
0.0002,7915,1637,"{1: 1348, 7: 3, 2: 201, 3: 52, 4: 13, 8: 2, 7915: 1, 5: 12, 6: 5}"
0.0002,8002,1621,"{3: 51, 2: 178, 1: 1366, 6: 2, 7: 2, 4: 16, 5: 4, 8002: 1, 13: 1}"
0.0002,7918,1614,"{2: 189, 1: 1331, 4: 19, 3: 51, 7918: 1, 9: 1, 8: 1, 11: 2, 5: 10, 6: 8, 7: 1}"
0.0002,8038,1573,"{1: 1318, 2: 189, 5: 5, 6: 4, 4: 20, 3: 32, 8038: 1, 17: 1, 8: 3}"
0.0002,7993,1627,"{1: 1375, 2: 179, 6: 2, 3: 40, 4: 21, 7993: 1, 14: 1, 5: 6, 7: 2}"
0.0002,7960,1642,"{1: 1391, 7960: 1, 3: 46, 10: 1, 19: 1, 2: 176, 9: 1, 6: 2, 7: 3, 5: 8, 4: 12}"
